,id,namesFormula,EC,deltaMass
392,R00521,C00010 -> C00798,['3.1.2.10'],28.0101
393,R00521,C00058 -> C00798,['3.1.2.10'],749.5188
394,R00522,C00058 -> C00209,['4.1.1.2'],44.0095
395,R00524,C00058 -> C00488,['3.5.1.49'],0.9848
396,R00525,C00058 -> C01045,['3.5.1.68'],129.114
397,R00525,C00025 -> C01045,['3.5.1.68'],28.0101
398,R00526,C00058 -> C01044,"['3.5.1.8', '3.5.1.15']",115.0874
399,R00526,C00049 -> C01044,"['3.5.1.8', '3.5.1.15']",28.0101
400,R00527,C00058 -> C01031,['3.1.2.12'],289.3082
401,R00527,C00051 -> C01031,['3.1.2.12'],28.0101
402,R00528,C00059 -> C00094,['1.8.2.1'],15.9994
403,R00529,C00059 -> C00224,"['2.7.7.4', '2.7.1.25']",329.2059
404,R00530,C00059 -> C00224,['2.7.7.5'],329.2059
405,R00531,C00059 -> C00224,['3.6.2.1'],329.2059
406,R00532,C00022 -> C02703,['4.3.1.10'],97.0937
407,R00533,C00059 -> C00094,['1.8.3.1'],15.9994
408,R00534,C00031 -> C02827,['3.1.6.3'],80.0632
409,R00535,C00951 -> C08357,['2.8.2.15'],80.0632
410,R00535,C00053 -> C00054,['2.8.2.15'],80.0632
411,R00536,C05299 -> C08358,['2.8.2.15'],80.0632
412,R00536,C00053 -> C00054,['2.8.2.15'],80.0632
413,R00537,C05302 -> C08359,['2.8.2.15'],80.0632
414,R00537,C00053 -> C00054,['2.8.2.15'],80.0632
415,R00548,C00061 -> C00255,"['3.1.3.2', '3.1.3.48', '3.1.3.26']",79.9799
416,R00549,C00061 -> C00255,"['2.7.1.26', '2.7.7.2']",79.9799
417,R00550,C00061 -> C00255,['2.7.1.42'],79.9799
418,R00550,C00031 -> C00103,['2.7.1.42'],79.9799
419,R00551,C00062 -> C00086,['3.5.3.1'],114.1457
420,R00551,C00062 -> C00077,['3.5.3.1'],42.04
421,R00552,C00062 -> C00327,['3.5.3.6'],0.9847
422,R00554,C00062 -> C05945,['2.7.3.3'],79.9799
423,R00557,C00062 -> C00327,"['1.14.13.165', '1.14.13.39']",0.9847
424,R00558,C00062 -> C05933,"['1.14.13.165', '1.14.13.39']",15.9994
425,R00559,C00062 -> C03078,['1.13.12.1'],30.026
426,R00562,C00022 -> C04137,['1.5.1.11'],158.2015
427,R00562,C00062 -> C04137,['1.5.1.11'],72.0626
428,R00563,C00026 -> C01682,['1.5.1.19'],158.2016
429,R00563,C00062 -> C01682,['1.5.1.19'],130.0987
430,R00565,C00062 -> C00581,['2.1.4.1'],57.0944
431,R00565,C00037 -> C00581,['2.1.4.1'],42.04
432,R00565,C00062 -> C00077,['2.1.4.1'],42.04
433,R00566,C00062 -> C00179,['4.1.1.19'],44.0095
434,R00567,C00062 -> C00792,['5.1.1.9'],0.0
435,R00568,C00063 -> C00075,['3.5.4.13'],0.9848
436,R00569,C00063 -> C00112,['3.6.1.5'],79.9799
437,R00570,C00063 -> C00112,"['2.7.4.3', '2.7.4.6']",79.9799
438,R00571,C00063 -> C00075,['6.3.4.2'],0.9848
439,R00572,C00022 -> C00074,['2.7.1.40'],79.9799
440,R00572,C00063 -> C00112,['2.7.1.40'],79.9799
441,R00573,C00025 -> C00064,['6.3.4.2'],0.9848
442,R00573,C00063 -> C00075,['6.3.4.2'],0.9848
443,R00574,C00063 -> C00941,['4.6.1.6'],177.9751
444,R00575,C00064 -> C00169,"['6.3.5.5', '2.1.3.2', '3.5.2.3']",5.1246
445,R00575,C00025 -> C00064,"['6.3.5.5', '2.1.3.2', '3.5.2.3']",0.9848
446,R00576,C00022 -> C00041,['2.6.1.15'],1.0311
447,R00576,C00064 -> C00940,['2.6.1.15'],1.0311
448,R00578,C00025 -> C00064,['6.3.5.4'],0.9848
449,R00578,C00049 -> C00152,['6.3.5.4'],0.9848
450,R00579,C00064 -> C00819,['5.1.1.10'],0.0
451,R00581,C00065 -> C00168,['1.4.1.7'],1.0311
452,R00582,C00065 -> C01005,"['2.7.1.39', '3.1.3.3']",79.9799
453,R00584,C00065 -> C01005,['2.7.1.80'],79.9799
454,R00585,C00022 -> C00041,"['2.6.1.44', '2.6.1.45', '2.6.1.51']",1.0311
455,R00585,C00065 -> C00168,"['2.6.1.44', '2.6.1.45', '2.6.1.51']",1.0311
456,R00586,C00010 -> C00024,['2.3.1.30'],42.0367
457,R00586,C00065 -> C00979,['2.3.1.30'],42.0367
458,R00588,C00065 -> C00168,"['2.6.1.45', '2.6.1.44', '2.6.1.51']",1.0311
459,R00588,C00037 -> C00048,"['2.6.1.45', '2.6.1.44', '2.6.1.51']",1.0311
460,R00589,C00065 -> C00740,"['5.1.1.18', '5.1.1.10']",0.0
461,R00590,C00065 -> C02218,"['4.3.1.19', '4.3.1.17']",18.0153
462,R00594,C00019 -> C00021,['2.1.1.35'],14.0266
463,R00595,C00019 -> C00021,"['2.1.1.203', '2.1.1.204', '2.1.1.202']",14.0266
464,R00597,C00019 -> C00021,['2.1.1.228'],14.0266
465,R00599,C00019 -> C00021,['2.1.1.55'],14.0266
466,R00600,C00019 -> C00021,['2.1.1.33'],14.0266
467,R00601,C00019 -> C00021,['2.1.1.61'],14.0266
468,R00602,C00067 -> C00132,"['1.11.1.6', '1.11.1.7', '1.11.1.21', '1.11.1.15']",2.0159
469,R00603,C00067 -> C02271,['4.5.1.3'],54.9066
470,R00604,C00058 -> C00067,['1.2.1.46'],15.9994
471,R00605,C00067 -> C00132,['1.1.1.244'],2.0159
472,R00606,C00067 -> C00218,['1.4.9.1'],1.0311
473,R00608,C00067 -> C00132,['1.1.3.13'],2.0159
474,R00609,C00067 -> C01046,['1.5.99.5'],131.1298
475,R00609,C00025 -> C01046,['1.5.99.5'],14.0265
476,R00610,C00037 -> C00213,"['1.5.3.1', '1.5.3.7']",14.0266
477,R00610,C00067 -> C00213,"['1.5.3.1', '1.5.3.7']",59.0672
478,R00611,C00037 -> C00213,['1.5.8.3'],14.0266
479,R00611,C00067 -> C00213,['1.5.8.3'],59.0672
480,R00612,C00067 -> C02728,['1.5.3.4'],130.1881
481,R00612,C00047 -> C02728,['1.5.3.4'],14.0265
482,R00614,C00067 -> C00132,['1.2.99.4'],2.0159
483,R00614,C00058 -> C00067,['1.2.99.4'],15.9994
484,R00615,C00068 -> C01081,['3.6.1.15'],79.9799
485,R00616,C00068 -> C03028,"['2.7.4.15', '2.7.6.2']",79.9799
486,R00617,C00068 -> C01081,['2.7.4.16'],79.9799
487,R00618,C00068 -> C03028,['3.6.1.28'],79.9799
488,R00619,C00068 -> C00378,['2.7.6.2'],159.9598
489,R00621,C00026 -> C05381,['1.2.4.2'],381.3049
490,R00621,C00068 -> C05381,['1.2.4.2'],102.0886
491,R00627,C00010 -> C00024,['2.3.1.84'],42.0367
492,R00629,C00053 -> C00054,['2.8.2.2'],80.0632
493,R00640,C00072 -> C01115,['1.3.2.3'],2.0159
494,R00643,C00072 -> C01115,['1.3.3.12'],2.0159
495,R00644,C00072 -> C05422,['1.11.1.11'],2.0159
496,R00647,C00072 -> C03289,['1.1.3.8'],0.0
497,R00648,C00073 -> C01180,['1.4.3.2'],1.0311
498,R00649,C00019 -> C00021,['2.1.1.12'],14.0266
499,R00649,C00073 -> C03172,['2.1.1.12'],15.0346
500,R00650,C00019 -> C00021,['2.1.1.10'],14.0266
501,R00650,C00073 -> C00155,['2.1.1.10'],14.0265
502,R00651,C00073 -> C00409,['2.5.1.49'],101.1038
503,R00651,C00033 -> C01077,['2.5.1.49'],101.1038
504,R00652,C00073 -> C01180,['2.6.1.73'],1.0311
505,R00652,C00037 -> C00048,['2.6.1.73'],1.0311
506,R00653,C00058 -> C03145,['3.5.1.31'],131.196
507,R00653,C00073 -> C03145,['3.5.1.31'],28.0101
508,R00654,C00073 -> C00109,['4.4.1.11'],47.1227
509,R00654,C00073 -> C00409,['4.4.1.11'],101.1038
510,R00655,C00073 -> C00855,['5.1.1.2'],0.0
511,R00656,C00073 -> C03354,['4.1.1.57'],44.0095
512,R00658,C00074 -> C00631,['4.2.1.11'],18.0152
513,R00659,C00022 -> C00074,['2.7.1.40'],79.9799
514,R00659,C00015 -> C00075,['2.7.1.40'],79.9799
515,R00660,C00043 -> C04631,['2.5.1.7'],70.0468
516,R00661,C00074 -> C02798,['5.4.2.9'],0.0
517,R00662,C00075 -> C00105,"['3.6.1.19', '3.6.1.8', '3.6.1.66']",159.9598
518,R00664,C00077 -> C03712,['2.3.1.127'],208.2121
519,R00664,C00010 -> C00512,['2.3.1.127'],104.1061
520,R00665,C00077 -> C00327,['3.5.1.20'],43.0247
521,R00666,C00022 -> C04210,['1.5.1.24'],116.1615
522,R00666,C00077 -> C04210,['1.5.1.24'],72.0626
523,R00667,C00025 -> C00026,['2.6.1.13'],1.0312
524,R00667,C00077 -> C01165,['2.6.1.13'],1.0311
525,R00668,C00025 -> C00026,"['2.6.1.68', '2.6.1.13']",1.0312
526,R00668,C00077 -> C04322,"['2.6.1.68', '2.6.1.13']",19.0464
527,R00669,C00033 -> C00437,"['3.5.1.14', '3.5.1.16']",114.1457
528,R00669,C00077 -> C00437,"['3.5.1.14', '3.5.1.16']",42.0367
529,R00670,C00077 -> C00134,['4.1.1.17'],44.0095
530,R00671,C00077 -> C00148,['4.3.1.12'],17.0305
531,R00672,C00077 -> C00515,"['5.1.1.10', '5.1.1.9', '5.1.1.12']",0.0
532,R00673,C00022 -> C00078,['4.1.99.1'],116.1631
533,R00673,C00078 -> C00463,['4.1.99.1'],87.0773
534,R00674,C00078 -> C00463,"['4.2.1.122', '4.2.1.20']",87.0773
535,R00674,C00065 -> C00078,"['4.2.1.122', '4.2.1.20']",99.1326
536,R00675,C00078 -> C00331,['1.4.1.19'],1.0311
537,R00676,C00078 -> C00331,['1.4.1.19'],1.0311
538,R00677,C00078 -> C00331,['1.4.3.2'],1.0311
539,R00678,C00078 -> C02700,"['1.13.11.11', '1.13.11.52']",31.9988
540,R00679,C00078 -> C02693,['1.13.12.3'],30.026
541,R00681,C00078 -> C03230,['1.13.99.3'],29.0412
542,R00682,C00078 -> C00977,['3.5.1.57'],0.9848
543,R00684,C00025 -> C00026,['2.6.1.27'],1.0312
544,R00684,C00078 -> C00331,['2.6.1.27'],1.0311
545,R00685,C00078 -> C00398,['4.1.1.28'],44.0095
546,R00686,C00079 -> C02265,['5.1.1.11'],0.0
547,R00688,C00079 -> C00166,['1.4.1.20'],1.0311
548,R00689,C00079 -> C00166,['1.4.3.2'],1.0311
549,R00690,C00079 -> C02505,['1.13.12.9'],30.0259
550,R00691,C00079 -> C00826,"['5.4.99.5', '4.2.1.91', '4.2.1.51']",62.0248
551,R00692,C00022 -> C00041,"['2.6.1.58', '2.6.1.28']",1.0311
552,R00692,C00079 -> C00166,"['2.6.1.58', '2.6.1.28']",1.0311
553,R00693,C00079 -> C03519,['2.3.1.53'],42.0367
554,R00693,C00010 -> C00024,['2.3.1.53'],42.0367
555,R00694,C00025 -> C00026,"['2.6.1.78', '2.6.1.1', '2.6.1.58', '2.6.1.57', '2.6.1.5', '2.6.1.27', '2.6.1.79', '2.6.1.9', '2.6.1.28']",1.0312
556,R00694,C00079 -> C00166,"['2.6.1.78', '2.6.1.1', '2.6.1.58', '2.6.1.57', '2.6.1.5', '2.6.1.27', '2.6.1.79', '2.6.1.9', '2.6.1.28']",1.0311
557,R00695,C00079 -> C00166,['2.6.1.70'],1.0311
558,R00695,C00036 -> C00049,['2.6.1.70'],1.0311
559,R00697,C00079 -> C00423,"['4.3.1.24', '4.3.1.25']",17.0305
560,R00698,C00079 -> C02505,"['1.11.1.7', '1.11.1.21', '1.11.1.15']",30.0259
561,R00699,C00079 -> C05332,"['4.1.1.28', '4.1.1.53']",44.0095
562,R00702,C00448 -> C03428,"['2.5.1.103', '2.5.1.21', '2.5.1.96']",204.3511
563,R00703,C00022 -> C00186,['1.1.1.27'],2.0158
564,R00704,C00022 -> C00256,['1.1.1.28'],2.0158
565,R00705,C00010 -> C00024,"['1.2.1.27', '1.2.1.18']",42.0367
566,R00705,C00024 -> C00222,"['1.2.1.27', '1.2.1.18']",721.5087
567,R00706,C00010 -> C00024,"['1.2.1.27', '1.2.1.18']",42.0367
568,R00706,C00024 -> C00222,"['1.2.1.27', '1.2.1.18']",721.5087
569,R00707,C00025 -> C03912,"['1.2.1.88', '1.5.5.2']",34.0147
570,R00708,C00025 -> C03912,"['1.2.1.88', '1.5.5.2']",34.0147
571,R00709,C00026 -> C00311,"['1.1.1.286', '1.1.1.41']",46.0254
572,R00710,C00033 -> C00084,"['1.2.1.31', '1.2.1.3', '1.2.1.47', '1.2.1.5', '1.2.1.8']",15.9994
573,R00711,C00033 -> C00084,"['1.2.1.4', '1.2.1.5']",15.9994
574,R00713,C00042 -> C00232,"['1.2.1.16', '1.2.1.79', '1.2.1.20', '1.2.1.24']",15.9994
575,R00714,C00042 -> C00232,"['1.2.1.16', '1.2.1.79', '1.2.1.20', '1.2.1.24']",15.9994
576,R00715,C00047 -> C00449,['1.5.1.7'],130.0987
577,R00715,C00026 -> C00449,['1.5.1.7'],130.1882
578,R00716,C00047 -> C00449,"['1.5.1.9', '1.5.1.8']",130.0987
579,R00716,C00026 -> C00449,"['1.5.1.9', '1.5.1.8']",130.1882
580,R00717,C00048 -> C00160,"['1.1.1.26', '1.1.1.29']",2.0159
581,R00719,C00081 -> C00104,['3.6.1.5'],79.9799
582,R00720,C00081 -> C00130,"['3.6.1.19', '3.6.1.8', '3.6.1.66']",159.9598
583,R00722,C00081 -> C00104,"['2.7.4.3', '2.7.4.6']",79.9799
584,R00723,C00081 -> C03614,['3.6.1.14'],79.9799
585,R00724,C00022 -> C00074,['2.7.1.40'],79.9799
586,R00724,C00081 -> C00104,['2.7.1.40'],79.9799
587,R00725,C00031 -> C00092,['2.7.1.1'],79.9799
588,R00725,C00081 -> C00104,['2.7.1.1'],79.9799
589,R00726,C00036 -> C00074,['4.1.1.32'],35.9704
590,R00726,C00081 -> C00104,['4.1.1.32'],79.9799
591,R00727,C00010 -> C00091,"['6.2.1.5', '6.2.1.4']",100.0728
592,R00727,C00042 -> C00091,"['6.2.1.5', '6.2.1.4']",749.5189
593,R00728,C00022 -> C00082,['4.1.99.2'],93.1264
594,R00728,C00082 -> C00146,['4.1.99.2'],87.0773
595,R00729,C00082 -> C01179,['1.4.3.2'],1.0311
596,R00730,C00082 -> C03004,['1.14.13.41'],15.9994
597,R00731,C00082 -> C00355,['1.14.18.1'],15.9994
598,R00732,C00082 -> C00826,"['1.3.1.12', '1.3.1.43', '1.3.1.79']",46.0254
599,R00733,C00082 -> C00826,"['1.3.1.78', '1.3.1.79']",46.0254
600,R00734,C00025 -> C00026,"['2.6.1.78', '2.6.1.1', '2.6.1.58', '2.6.1.57', '2.6.1.5', '2.6.1.27', '2.6.1.79', '2.6.1.9', '2.6.1.28']",1.0312
601,R00734,C00082 -> C01179,"['2.6.1.78', '2.6.1.1', '2.6.1.58', '2.6.1.57', '2.6.1.5', '2.6.1.27', '2.6.1.79', '2.6.1.9', '2.6.1.28']",1.0311
602,R00735,C00062 -> C02993,['6.3.2.24'],163.1732
603,R00735,C00082 -> C02993,['6.3.2.24'],156.1857
604,R00736,C00082 -> C00483,"['4.1.1.28', '4.1.1.25']",44.0095
605,R00737,C00082 -> C00811,"['4.3.1.25', '4.3.1.23']",17.0305
606,R00739,C00082 -> C04368,['5.4.3.6'],0.0
607,R00740,C00010 -> C00083,"['1.1.1.298', '1.2.1.76', '1.2.1.75']",86.0462
608,R00740,C00083 -> C00222,"['1.1.1.298', '1.2.1.76', '1.2.1.75']",765.5182
609,R00742,C00083 -> C00288,"['6.4.1.3', '6.3.4.14', '6.4.1.2']",792.5635
610,R00742,C00024 -> C00083,"['6.4.1.3', '6.3.4.14', '6.4.1.2']",44.0095
611,R00743,C00083 -> C00383,['2.8.3.3'],749.5188
612,R00743,C00024 -> C00033,['2.8.3.3'],749.5188
613,R00743,C00024 -> C00083,['2.8.3.3'],44.0095
614,R00746,C00084 -> C00469,"['1.1.1.2', '1.1.1.71']",2.0158
615,R00747,C00084 -> C03167,['3.11.1.1'],79.9799
616,R00748,C00084 -> C00346,['4.2.3.2'],97.0104
617,R00749,C00084 -> C00189,['4.3.1.7'],17.0305
618,R00750,C00084 -> C03589,"['4.1.3.43', '4.1.3.39']",88.062
619,R00750,C00022 -> C03589,"['4.1.3.43', '4.1.3.39']",44.0525
620,R00751,C00037 -> C00188,['4.1.2.5'],44.0526
621,R00751,C00084 -> C00188,['4.1.2.5'],75.0666
622,R00753,C00084 -> C00186,['4.1.2.36'],46.0253
623,R00753,C00058 -> C00186,['4.1.2.36'],44.0525
624,R00754,C00084 -> C00469,"['1.1.1.1', '1.1.1.71', '1.2.1.10', '1.1.1.284']",2.0158
625,R00755,C00068 -> C05125,['4.1.1.1'],44.0525
626,R00755,C00084 -> C05125,['4.1.1.1'],425.3143
627,R00756,C00085 -> C00354,['2.7.1.11'],79.9799
628,R00758,C00085 -> C00644,['1.1.1.17'],2.0159
629,R00760,C00085 -> C00095,"['2.7.1.1', '2.7.1.4']",79.9799
630,R00761,C00085 -> C00279,['4.1.2.22'],60.052
631,R00762,C00085 -> C00354,"['3.1.3.37', '4.1.2.13', '3.1.3.11']",79.9799
632,R00763,C00085 -> C00665,['3.1.3.46'],79.9799
633,R00764,C00085 -> C00354,['2.7.1.90'],79.9799
634,R00765,C00085 -> C00352,['3.5.99.6'],0.9848
635,R00766,C00085 -> C02591,['2.4.1.14'],162.1406
636,R00766,C00029 -> C02591,['2.4.1.14'],144.0254
637,R00766,C00015 -> C00029,['2.4.1.14'],162.1406
638,R00767,C00063 -> C00112,['2.7.1.11'],79.9799
639,R00767,C00085 -> C00354,['2.7.1.11'],79.9799
640,R00768,C00064 -> C00352,['2.6.1.16'],113.0065
641,R00768,C00085 -> C00352,['2.6.1.16'],0.9848
642,R00768,C00025 -> C00064,['2.6.1.16'],0.9848
643,R00769,C00085 -> C00354,['2.7.1.11'],79.9799
644,R00769,C00015 -> C00075,['2.7.1.11'],79.9799
645,R00770,C00085 -> C00354,['2.7.1.11'],79.9799
646,R00770,C00081 -> C00104,['2.7.1.11'],79.9799
647,R00771,C00085 -> C00092,['5.3.1.9'],0.0
648,R00772,C00085 -> C00275,['5.3.1.8'],0.0
649,R00774,C00086 -> C01010,"['3.5.1.54', '6.3.4.6']",44.0095
650,R00775,C00086 -> C00581,['3.5.3.2'],57.0513
651,R00775,C00037 -> C00581,['3.5.3.2'],42.04
652,R00776,C00086 -> C00603,['4.3.2.3'],74.0354
653,R00776,C00048 -> C00603,['4.3.2.3'],60.0552
654,R00777,C00049 -> C03139,['3.5.3.14'],42.04
655,R00777,C00086 -> C03139,['3.5.3.14'],115.0874
656,R00778,C00086 -> C01566,['4.2.1.69'],18.0153
657,R00782,C00022 -> C00097,"['4.4.1.1', '4.4.1.2', '4.4.1.8']",33.0961
658,R00783,C00088 -> C00533,"['1.7.99.1', '1.7.2.1']",17.0073
659,R00784,C00088 -> C00533,['1.7.2.1'],17.0073
660,R00785,C00088 -> C00533,"['1.7.99.1', '1.7.2.1']",17.0073
661,R00791,C00088 -> C00244,['1.7.7.2'],15.9994
662,R00792,C00088 -> C00244,['1.9.6.1'],15.9994
663,R00794,C00088 -> C00244,"['1.7.1.2', '1.7.1.3', '1.7.1.1']",15.9994
664,R00796,C00088 -> C00244,"['1.7.1.2', '1.7.1.3', '1.7.1.1']",15.9994
665,R00798,C00088 -> C00244,['1.7.99.4'],15.9994
666,R00799,C00084 -> C01837,['1.7.3.1'],31.014
667,R00799,C00088 -> C01837,['1.7.3.1'],28.0532
668,R00801,C00089 -> C00095,"['3.2.1.20', '3.2.1.48', '3.2.1.10', '3.2.1.3']",162.1406
669,R00801,C00031 -> C00089,"['3.2.1.20', '3.2.1.48', '3.2.1.10', '3.2.1.3']",162.1406
670,R00802,C00089 -> C00267,"['3.2.1.20', '3.2.1.48', '3.2.1.3', '3.2.1.26', '3.2.1.10']",162.1406
671,R00802,C00089 -> C02336,"['3.2.1.20', '3.2.1.48', '3.2.1.3', '3.2.1.26', '3.2.1.10']",162.1406
672,R00803,C00089 -> C00095,['2.4.1.7'],162.1406
673,R00805,C00089 -> C02591,['3.1.3.24'],79.9799
674,R00806,C00089 -> C00095,['2.4.1.13'],162.1406
675,R00806,C00029 -> C00089,['2.4.1.13'],224.0053
676,R00806,C00015 -> C00029,['2.4.1.13'],162.1406
677,R00807,C00089 -> C05731,['1.1.99.13'],2.0159
678,R00808,C00089 -> C05731,['1.1.99.13'],2.0159
679,R00809,C00015 -> C00052,['2.4.1.167'],162.1406
680,R00809,C00089 -> C03848,['2.4.1.167'],162.1406
681,R00810,C00089 -> C01742,['5.4.99.11'],0.0
682,R00811,C00089 -> C16688,['2.7.1.69'],79.9799
683,R00812,C00090 -> C04091,['1.3.1.19'],2.0159
684,R00813,C00090 -> C06321,['1.3.1.25'],46.0254
685,R00814,C00090 -> C04221,['1.3.1.20'],2.0159
686,R00815,C00090 -> C00146,['1.14.13.7'],15.9994
687,R00816,C00090 -> C00682,['1.13.11.2'],31.9988
688,R00817,C00090 -> C02480,['1.13.11.1'],31.9988
689,R00818,C00090 -> C00805,['1.14.13.1'],28.0101
690,R00821,C00090 -> C00196,['4.1.1.46'],44.0095
691,R00822,C00090 -> C00230,['4.1.1.63'],44.0095
692,R00823,C00090 -> C00108,['1.14.12.1'],27.0254
693,R00825,C00090 -> C00108,['1.14.12.1'],27.0254
694,R00827,C00019 -> C00021,['2.1.1.6'],14.0266
695,R00827,C00090 -> C01502,['2.1.1.6'],14.0266
696,R00828,C00090 -> C01988,['1.14.13.31'],28.9982
697,R00829,C00010 -> C00091,"['2.3.1.174', '2.3.1.16']",100.0728
698,R00829,C00024 -> C02232,"['2.3.1.174', '2.3.1.16']",100.0728
699,R00830,C00010 -> C00091,['2.3.1.37'],100.0728
700,R00830,C00037 -> C00430,['2.3.1.37'],56.0633
701,R00832,C00010 -> C00091,['2.3.1.109'],100.0728
702,R00832,C00062 -> C03296,['2.3.1.109'],100.0727
703,R00833,C00091 -> C01213,['5.4.99.2'],0.0
704,R00834,C00092 -> C01096,['1.1.1.200'],2.0159
705,R00835,C00092 -> C01236,"['1.1.1.363', '1.1.1.49']",2.0159
706,R00836,C00015 -> C00029,['2.4.1.15'],162.1406
707,R00836,C00092 -> C00689,['2.4.1.15'],162.1406
708,R00837,C00031 -> C00689,"['3.2.1.93', '3.2.1.122']",242.1205
709,R00837,C00092 -> C00689,"['3.2.1.93', '3.2.1.122']",162.1406
710,R00838,C00031 -> C02995,['3.2.1.122'],242.1205
711,R00838,C00092 -> C02995,['3.2.1.122'],162.1406
712,R00839,C00031 -> C04534,['3.2.1.86'],242.1205
713,R00839,C00092 -> C04534,['3.2.1.86'],162.1406
714,R00841,C00093 -> C00116,['3.1.3.21'],79.9799
715,R00842,C00093 -> C00111,"['1.1.1.8', '1.1.1.94']",2.0159
716,R00844,C00093 -> C00111,['1.1.1.94'],2.0159
717,R00845,C00093 -> C00118,['1.1.1.177'],2.0159
718,R00846,C00093 -> C00111,['1.1.3.21'],2.0159
719,R00847,C00093 -> C00116,['2.7.1.30'],79.9799
720,R00848,C00093 -> C00111,['1.1.5.3'],2.0159
721,R00849,C00093 -> C00111,['1.1.5.3'],2.0159
722,R00850,C00031 -> C00092,['2.7.1.142'],79.9799
723,R00850,C00093 -> C00116,['2.7.1.142'],79.9799
724,R00853,C00015 -> C00052,['2.4.1.137'],162.1406
725,R00853,C00093 -> C04641,['2.4.1.137'],162.1406
726,R00854,C00015 -> C00052,['2.4.1.96'],162.1406
727,R00854,C00093 -> C04703,['2.4.1.96'],162.1406
728,R00855,C00093 -> C00513,"['3.6.1.16', '3.6.1.13', '3.6.1.53']",305.1813
729,R00855,C00055 -> C00513,"['3.6.1.16', '3.6.1.13', '3.6.1.53']",154.0585
730,R00856,C00093 -> C00513,['2.7.7.39'],305.1813
731,R00863,C00606 -> C09306,['4.1.1.12'],89.0932
732,R00863,C00041 -> C00606,['4.1.1.12'],64.0638
733,R00865,C00095 -> C00392,['1.1.2.2'],2.0159
734,R00866,C00095 -> C01094,['2.7.1.3'],79.9799
735,R00867,C00095 -> C05345,"['2.7.1.1', '2.7.1.4']",79.9799
736,R00868,C00095 -> C00392,"['1.1.1.11', '1.1.1.67']",2.0159
737,R00870,C00095 -> C00392,['1.1.1.138'],2.0159
738,R00871,C00273 -> C10906,['1.1.1.124'],2.0159
739,R00873,C00095 -> C00273,['1.1.99.11'],2.0159
740,R00874,C00095 -> C00794,['1.1.99.28'],2.0159
741,R00875,C00095 -> C00794,"['1.1.1.15', '1.1.1.14']",2.0159
742,R00876,C00085 -> C00095,['2.7.1.1'],79.9799
743,R00876,C00081 -> C00104,['2.7.1.1'],79.9799
744,R00877,C00095 -> C00159,['5.3.1.7'],0.0
745,R00878,C00095 -> C00267,['5.3.1.5'],0.0
746,R00880,C00096 -> C00976,['1.1.1.132'],13.9835
747,R00881,C00096 -> C00144,['3.6.1.21'],242.1205
748,R00881,C00096 -> C00636,['3.6.1.21'],345.2053
749,R00883,C00096 -> C00636,['2.7.7.22'],345.2053
750,R00885,C00096 -> C00636,"['5.3.1.8', '5.4.2.8', '2.7.7.13']",345.2053
751,R00888,C00096 -> C01222,['4.2.1.47'],18.0153
752,R00889,C00096 -> C02280,['5.1.3.18'],0.0
753,R00891,C00065 -> C00097,"['2.5.1.65', '4.2.1.22', '2.5.1.47']",16.0656
754,R00892,C00097 -> C00491,['1.8.1.6'],119.1423
755,R00893,C00097 -> C00606,['1.13.11.20'],31.9988
756,R00894,C00025 -> C00669,['6.3.2.2'],103.1429
757,R00894,C00097 -> C00669,['6.3.2.2'],129.114
758,R00895,C00025 -> C00026,"['2.6.1.3', '2.6.1.1']",1.0312
759,R00895,C00097 -> C00957,"['2.6.1.3', '2.6.1.1']",1.0311
760,R00896,C00026 -> C00302,['2.6.1.1'],1.0312
761,R00896,C00097 -> C00957,['2.6.1.1'],1.0311
762,R00897,C00033 -> C00979,"['2.5.1.65', '4.2.1.22', '2.5.1.47', '4.4.1.9', '2.5.1.49']",87.0773
763,R00897,C00097 -> C00979,"['2.5.1.65', '4.2.1.22', '2.5.1.47', '4.4.1.9', '2.5.1.49']",25.9711
764,R00899,C00097 -> C01419,"['3.4.11.23', '3.4.11.5', '3.4.11.1', '3.4.11.2']",57.0513
765,R00899,C00037 -> C01419,"['3.4.11.23', '3.4.11.5', '3.4.11.1', '3.4.11.2']",103.1429
766,R00900,C00051 -> C05526,"['1.8.1.10', '1.8.1.9']",119.1423
767,R00900,C00097 -> C05526,"['1.8.1.10', '1.8.1.9']",305.3076
768,R00901,C00097 -> C00506,['4.4.1.10'],47.9982
769,R00903,C00097 -> C00793,['5.1.1.10'],0.0
770,R00904,C00099 -> C05665,"['1.2.1.31', '1.2.1.3', '1.2.1.5', '1.2.1.47', '1.2.1.8', '1.2.1.19']",15.9994
771,R00905,C00099 -> C02642,['3.5.1.6'],43.0247
772,R00906,C00022 -> C02207,['1.5.1.26'],73.0937
773,R00906,C00099 -> C02207,['1.5.1.26'],72.0626
774,R00907,C00022 -> C00041,['2.6.1.18'],1.0311
775,R00907,C00099 -> C00222,['2.6.1.18'],1.0311
776,R00908,C00025 -> C00026,"['2.6.1.55', '2.6.1.19', '2.6.1.22']",1.0312
777,R00908,C00099 -> C00222,"['2.6.1.55', '2.6.1.19', '2.6.1.22']",1.0311
778,R00909,C00033 -> C01073,['3.5.1.21'],71.0779
779,R00909,C00099 -> C01073,['3.5.1.21'],42.0367
780,R00910,C00047 -> C05341,['6.3.2.11'],71.0779
781,R00910,C00099 -> C05341,['6.3.2.11'],128.1723
